label,speed_limit,ramp,tree,lighting,has_crosswalk,narrow_sidewalk,steep_slope,poor_condition
0,15.0,0,0,0,0,0.0,0.0,0.0
0,22.5,1,0,0,3,13.0,4.9,0.0
1,23.75,2,0,0,4,7.375,3.225,0.3777667639817419
0,20.0,1,1,0,1,4.916666666666667,5.816666666666666,0.11907065927018916
1,20.0,1,0,0,0,0.0,0.0,0.0
1,22.5,2,0,1,3,6.666666666666667,5.25,0.12394573235873517
0,25.0,2,1,2,1,12.5,2.45,0.24917809719150938
1,20.0,1,0,0,1,6.0,3.033333333333333,0.15291429300994058
1,22.5,2,0,0,4,7.25,3.8999999999999995,0.27802696519890663
0,20.0,0,0,0,0,6.0,2.15,0.043875480083749724
1,20.0,3,0,1,2,8.75,4.1,0.1938854141571467
0,27.5,0,0,1,0,25.0,1.2,0.13082583810302534
0,23.333333333333332,2,0,0,1,5.9,3.5799999999999996,0.12764132825772104
0,0.0,0,0,0,0,0.0,0.0,0.0
0,0.0,0,0,0,0,0.0,0.0,0.0
1,27.5,2,0,0,5,10.75,0.9,0.034024457879427074
1,22.5,2,0,2,1,10.75,1.375,0.06523326016489893
1,20.0,1,0,0,3,6.425,3.8249999999999997,0.5739069687439426
0,25.0,2,0,2,2,10.5,3.1,0.35501209194113925
0,32.5,0,0,2,0,0.0,0.0,0.0
0,22.5,2,0,2,5,8.375,2.25,0.23097606495442477
1,23.333333333333332,2,0,2,3,7.0,2.5,0.024781685154590512
0,0.0,0,0,0,0,0.0,0.0,0.0
0,15.0,2,0,1,1,8.333333333333334,4.166666666666667,0.0
0,0.0,0,0,0,0,0.0,0.0,0.0
0,20.0,0,2,0,0,4.0,2.75,0.11142061281337047
0,23.75,2,1,3,2,6.666666666666667,4.066666666666666,0.054783256318240214
0,20.0,0,1,0,0,6.5,3.3,0.10487159602376243
0,0.0,0,0,3,0,0.0,0.0,0.0
0,22.0,0,0,0,1,5.75,2.833333333333334,0.23413219752212724
1,20.0,1,0,1,1,7.5,3.6500000000000004,0.08569365134422936
1,20.0,1,0,2,1,6.666666666666667,2.733333333333333,0.10714580725509758
1,20.0,2,1,0,4,5.9,3.9,0.18183493572623516
0,20.0,3,0,0,2,5.857142857142857,2.8714285714285714,0.18378817168740857
1,26.666666666666668,0,0,0,0,0.0,0.0,0.0
0,18.333333333333332,2,2,2,1,7.833333333333333,3.966666666666667,0.26917098425185576
0,30.0,0,0,1,0,0.0,0.0,0.0
0,20.0,0,0,0,0,5.0,3.4499999999999997,0.0
1,20.0,0,0,0,0,7.25,3.1500000000000004,0.028556824245553804
0,0.0,1,1,0,1,16.5,1.5,0.0
0,20.0,2,1,0,2,8.0,2.2,0.19421485619360151
1,22.5,1,0,1,1,6.0,6.65,0.05185526619036644
1,22.5,1,0,0,5,10.666666666666666,1.1,0.07543129031504847
0,0.0,2,0,0,0,9.5,1.4,0.7382463411475197
0,20.0,0,0,0,0,5.75,2.7,0.16671143988532353
1,21.666666666666668,2,0,1,1,8.0,3.2249999999999996,0.04204734219269103
0,25.0,0,1,0,0,9.0,2.4,0.49196620141593717
1,23.333333333333332,1,1,2,1,8.333333333333334,4.7,0.5686084601738831
0,0.0,0,0,1,0,0.0,0.0,0.0
1,31.666666666666668,0,0,1,0,9.0,1.9,0.05086661642803316
0,0.0,0,0,0,0,0.0,0.0,0.0
0,22.5,2,0,0,6,11.75,2.7,0.3258202603074212
0,15.0,1,0,0,1,5.166666666666667,4.5,0.3627370921123167
0,0.0,0,0,0,0,0.0,0.0,0.0
1,25.0,0,0,1,0,7.0,5.1,0.1611154144074361
1,28.333333333333332,3,0,0,2,10.25,2.025,0.057697412708728114
0,0.0,0,0,0,0,7.0,0.5,0.06716929403701165
0,20.0,1,0,3,3,5.625,2.5625,0.2353986758098626
0,0.0,0,0,0,0,0.0,0.0,0.0
1,23.333333333333332,3,0,0,3,7.333333333333333,2.15,0.08287610698129638
1,23.333333333333332,1,0,1,1,9.5,1.2,0.5719321524491623
0,20.0,1,0,2,0,6.5,3.766666666666667,0.05532685756072905
1,25.0,0,0,0,0,6.0,3.2,0.0
0,20.0,3,1,0,3,5.333333333333333,2.2,0.5230790084961194
0,0.0,0,0,1,0,0.0,0.0,0.0
0,22.5,0,0,0,1,5.0,4.366666666666666,0.0568341168949062
1,18.75,2,0,0,4,6.5,1.6500000000000001,0.09239346808384324
0,0.0,0,0,1,0,0.0,0.0,0.0
1,23.333333333333332,2,1,0,1,8.25,3.933333333333333,0.14930979649593012
0,20.0,2,2,3,1,5.625,5.300000000000001,0.09670180427347204
0,0.0,0,0,0,0,0.0,0.0,0.0
1,22.5,0,0,0,1,6.75,2.75,0.3568286864469957
0,20.0,2,0,0,3,6.25,1.575,0.12815448275354333
0,20.0,0,0,1,0,8.75,3.55,0.10844629526525697
1,22.5,5,0,1,7,6.695,4.2,0.21484827167263149
1,23.333333333333332,0,0,0,3,9.5,2.6,0.11098106594325338
0,0.0,0,0,0,2,0.0,0.0,0.0
1,23.333333333333332,1,0,1,0,7.5,2.733333333333334,0.34463522019216714
1,25.0,2,0,1,2,7.0,5.9,0.032478347768154565
1,15.0,0,0,0,1,5.5,2.3,0.03696236559139785
1,22.5,4,0,0,6,6.666666666666667,3.5833333333333335,0.09625648345517528
0,20.0,0,0,0,1,0.0,0.0,0.0
0,20.0,2,0,0,1,5.8999999999999995,4.716666666666666,0.45393544363627353
0,15.0,0,0,1,0,6.5,5.4,0.014610024724657226
0,0.0,0,2,0,0,0.0,0.0,0.0
0,20.0,2,1,0,1,7.75,3.85,0.16648620160153002
1,23.333333333333332,2,1,0,1,8.25,3.933333333333333,0.14930979649593012
0,22.5,1,0,3,1,8.5,2.4999999999999996,0.25869711963518066
0,0.0,1,0,0,1,0.0,0.0,0.0
0,23.333333333333332,0,0,0,1,7.5,3.3,0.34799960552351017
0,25.0,2,0,0,1,6.75,2.55,0.029513034923757994
0,0.0,0,0,0,0,0.0,0.0,0.0
1,20.0,2,0,2,1,6.416666666666667,1.5,0.1702143033313924
1,22.5,1,0,1,5,7.833333333333333,3.966666666666667,0.17640423735525643
0,22.5,4,0,1,3,7.625,2.0,0.20238398128973648
1,30.0,0,0,0,2,7.0,2.3,0.12192622950819672
0,20.0,1,0,0,3,5.0,3.5999999999999996,0.1507579776096485
0,25.0,1,0,1,1,8.25,2.4,0.2264495316487299
0,18.333333333333332,2,0,1,3,6.25,5.15,0.18106194708095572
0,20.0,2,0,2,3,7.25,3.275,0.0
0,0.0,1,0,1,0,12.0,1.9,0.05418302162702994
1,25.0,1,0,1,0,18.0,2.1,0.03611182944789884
1,18.75,2,0,0,2,6.25,1.7,0.10316124571085628
0,20.0,0,1,0,0,6.5,7.449999999999999,0.04888602550161657
0,15.0,0,0,0,0,0.0,0.0,0.0
1,23.75,2,0,0,4,6.875,2.5,0.17598646278488075
1,21.666666666666668,0,0,1,1,9.125,1.7,0.3300499273102214
0,20.0,1,0,1,3,5.3,6.18,0.5704992670139839
0,20.0,1,0,0,1,6.3,2.7,1.2398068042522787
1,25.0,0,0,1,0,9.0,4.0,0.36580325158445853
1,30.0,1,2,1,1,9.0,0.7,0.08990856755841517
1,20.0,2,0,2,1,6.0,2.0,0.13113926539049575
0,20.0,1,1,1,3,11.25,2.5,0.14727984626797325
1,20.0,2,0,2,3,10.875,3.025,0.2673449411804925
1,25.0,0,0,1,1,18.0,2.1,0.03611182944789884
1,23.333333333333332,0,1,1,0,9.0,2.3,0.0759974667511083
1,23.333333333333332,3,0,1,2,9.75,3.5250000000000004,0.03130240357741755
1,23.333333333333332,2,0,1,1,16.0,2.3000000000000003,0.08133034652608033
1,22.5,2,0,1,5,7.25,2.5,0.08807302552121049
0,21.666666666666668,2,0,0,1,7.625,3.95,0.3021257813977726
0,18.75,2,0,1,0,23.0,2.35,0.4056795131845842
1,23.333333333333332,0,0,0,1,6.7,2.5,0.16643223273774324
1,25.0,0,0,0,3,9.5,2.2,0.021759047182775996
0,20.0,0,1,1,0,6.25,5.35,0.03474837384457378
1,28.571428571428573,0,0,0,2,5.0,2.1500000000000004,0.2106311546970125
0,20.0,1,0,0,1,0.0,0.0,0.0
0,23.333333333333332,2,1,1,1,12.25,2.525,0.04396612763104245
1,22.5,2,0,1,2,8.0,1.05,0.17369093231162197
1,20.0,1,0,2,1,5.875,1.6,0.033056779607413184
0,25.0,0,0,0,1,0.0,0.0,0.0
1,20.0,0,0,0,0,7.25,3.1500000000000004,0.028556824245553804
0,0.0,0,0,0,0,0.0,0.0,0.0
0,22.5,1,0,1,3,7.5,3.8,0.1799678523322107
1,20.0,2,1,2,1,14.0,2.1,0.0
0,0.0,0,0,2,0,15.0,3.2,1.9484240687679084
0,20.0,2,0,1,2,0.0,0.0,0.0
0,20.0,1,0,0,1,6.166666666666667,2.8333333333333335,0.027976465159206276
0,0.0,0,0,1,0,0.0,0.0,0.0
1,22.5,1,1,1,2,7.666666666666667,6.900000000000001,0.2251940264730423
1,22.5,2,0,0,2,8.875,4.05,0.1724065332237677
1,22.5,6,0,1,3,6.083333333333333,3.2999999999999994,0.15468286772646536
1,23.333333333333332,1,0,2,1,14.0,2.2249999999999996,0.08057554267799466
1,30.0,0,0,0,1,0.0,0.0,0.0
1,20.0,2,0,1,1,7.416666666666667,4.766666666666667,0.14645664235352138
0,0.0,0,1,0,0,10.0,2.8,0.04946707471506965
0,0.0,2,0,1,2,12.25,8.450000000000001,0.42292345415761334
0,20.0,2,0,0,1,6.666666666666667,2.166666666666667,0.1316281103859525
0,20.0,2,0,2,1,9.5,1.975,0.0661158594726568
0,30.0,0,0,0,0,0.0,0.0,0.0
0,15.0,0,0,1,1,0.0,0.0,0.0
0,20.0,2,0,1,3,5.5,5.075,0.16658557122977397
1,20.0,2,1,1,1,7.0,5.8,0.05314213412062421
0,0.0,0,0,1,0,0.0,0.0,0.0
1,23.333333333333332,1,0,0,2,6.875,4.475,0.06354914415794403
0,0.0,2,0,1,2,12.25,2.8,0.08509337585387948
1,20.0,1,0,2,3,8.0,4.25,0.17778994864514525
1,20.0,4,0,3,3,8.125,3.575,0.24411980148783208
0,21.666666666666668,2,0,0,3,11.666666666666666,3.633333333333333,0.10721510697395842
0,25.0,0,0,0,0,4.25,4.675000000000001,0.11007323385734802
1,25.0,0,0,0,3,6.5,2.2,0.10089182595671287
0,20.0,2,0,2,1,4.833333333333333,1.7666666666666668,0.28653027118668056
1,23.333333333333332,1,0,1,1,9.0,2.925,0.20574163161035347
1,23.333333333333332,2,0,2,4,8.875,1.925,0.16442366664711958
0,0.0,0,0,1,0,0.0,0.0,0.0
1,21.0,2,0,1,4,7.0,2.7,0.19728463905938073
0,20.0,1,0,1,1,8.0,2.3,0.04639653572533251
0,20.0,0,1,0,0,6.25,2.7,0.18692739313266904
1,23.333333333333332,0,0,2,0,8.0,2.55,0.17762826548056412
1,23.333333333333332,2,0,1,1,6.625,4.025,0.04781496901944071
1,23.75,2,1,4,4,8.125,2.825,0.044378530521482926
1,30.0,1,0,1,3,8.0,5.8,0.08860447944868324
0,25.0,1,0,1,1,9.5,1.85,0.07582112337719325
0,20.0,2,1,0,0,9.75,3.3,0.20448451398224998
0,18.333333333333332,1,0,0,1,6.0,2.3,0.0986272831838205
0,20.0,1,0,2,3,9.75,2.7,0.2210260097054972
1,23.333333333333332,1,0,1,2,5.75,4.233333333333333,0.06849811671844801
0,25.0,2,1,1,2,8.5,1.05,0.03200201136218916
0,25.0,1,0,2,3,10.166666666666666,3.5,0.1300127841723658
1,23.333333333333332,2,0,2,1,7.283333333333334,3.283333333333333,0.15301986779359408
0,0.0,0,0,0,0,0.0,0.0,0.0
1,25.0,0,0,1,0,11.0,3.4,0.10456273764258556
0,18.333333333333332,2,0,1,1,6.8,3.0400000000000005,0.05263166706107485
1,22.5,1,0,2,3,8.0,3.25,0.22777554304102976
0,0.0,0,0,0,0,0.0,0.0,0.0
1,23.75,2,0,0,5,7.5,3.675,0.07552515784322797
1,20.0,1,0,1,1,6.25,3.3249999999999997,0.17248765860635898
0,15.0,2,0,0,1,6.25,2.6999999999999997,0.01773291501841495
1,20.0,4,0,5,2,6.583333333333333,4.833333333333333,0.11716861471864615
1,26.666666666666668,0,0,0,2,0.0,0.0,0.0
0,30.0,0,0,0,0,0.0,0.0,0.0
1,20.0,1,0,0,0,6.375,3.325,0.33039925490762345
0,0.0,1,1,1,1,9.5,3.6,0.0986389785323418
1,23.333333333333332,3,0,1,3,6.25,3.016666666666667,0.054751175161608844
1,22.0,0,0,0,0,2.125,0.65,0.17074793026344076
0,20.0,1,0,0,1,7.25,4.0,0.1418035631149938
1,30.714285714285715,0,0,0,3,8.5,1.4333333333333333,0.11845172824822736
1,22.5,2,0,1,5,7.25,2.925,0.3183345408638947
1,23.333333333333332,1,2,1,3,8.25,2.0,0.154609991379079
1,27.5,1,0,0,3,14.0,3.0,0.029005524861878452
0,15.0,0,0,0,1,6.75,4.949999999999999,0.0
0,30.0,0,0,0,0,9.0,2.8,0.4776507075014538
0,0.0,0,0,0,0,0.0,0.0,0.0
1,20.0,2,0,0,1,5.916666666666667,4.05,0.12489175343477073
1,22.5,2,0,0,6,8.357142857142858,3.857142857142857,0.48447069147835287
1,23.333333333333332,3,0,0,3,7.833333333333333,3.033333333333333,0.15657053500265103
0,15.0,0,0,0,0,5.75,3.75,0.023538778596094843
0,25.0,2,1,0,5,4.5,0.85,0.2519004837595024
1,25.0,2,0,0,4,7.333333333333333,2.75,0.16079183096986216
1,30.0,1,0,0,2,8.0,3.4000000000000004,0.11955678086641966
1,22.5,1,2,1,2,9.0,3.15,0.018564356435643563
0,35.0,0,1,0,0,6.0,9.9,0.04240282685512368
0,0.0,0,0,0,0,0.0,0.0,0.0
1,22.5,1,0,0,3,5.333333333333333,1.2,0.11991979705734734
1,25.0,2,1,2,1,8.5,3.05,0.23468507333908542
1,20.0,2,0,2,1,6.416666666666667,1.5,0.1702143033313924
1,23.75,1,0,1,1,0.0,0.0,0.0
1,20.0,2,0,0,1,7.5,3.575,0.6266144042967656
0,18.75,2,0,0,3,6.375,4.0,0.13425057996396234
0,0.0,0,0,0,0,0.0,0.0,0.0
0,27.5,1,0,0,1,6.833333333333333,3.3666666666666667,0.04894855891426305
1,23.333333333333332,2,0,1,3,9.0,2.8666666666666667,101.45290773847259
1,22.5,2,0,2,4,6.5,3.7750000000000004,0.07336233933362127
0,15.0,0,0,1,0,7.0,0.5,0.7910216718266254
1,20.0,2,0,3,2,6.583333333333333,4.833333333333333,0.11716861471864615
0,18.333333333333332,1,0,1,3,8.333333333333334,3.766666666666667,0.42169191887120744
1,25.0,2,1,2,1,6.0,2.766666666666666,0.06218528003526518
0,20.0,2,2,2,1,8.5,3.15,0.10232240866892141
0,20.0,2,1,2,1,5.5,2.4666666666666663,0.10363803850510639
0,20.0,2,0,1,4,7.785714285714286,4.271428571428572,0.11456534536398234
1,22.5,1,1,2,3,6.5,2.15,0.24440770628003275
0,25.0,0,0,0,3,7.0,2.266666666666667,0.04400259746023258
1,20.0,1,0,0,1,8.0,2.3,0.7010874889781522
0,30.0,0,0,0,0,0.0,0.0,0.0
1,20.0,2,1,0,3,6.0,2.6500000000000004,0.17012067902613837
0,0.0,0,0,2,0,0.0,0.0,0.0
1,20.0,1,0,0,1,0.0,0.0,0.0
0,20.0,0,0,1,0,7.5,3.1,0.4187866927592955
0,25.0,1,0,0,3,0.0,0.0,0.0
1,30.0,1,0,1,1,15.166666666666666,3.3333333333333335,0.0941622276528391
1,21.666666666666668,2,0,3,1,6.375,4.824999999999999,0.13363989707839674
1,21.25,1,0,1,1,10.0,1.0,0.20202020202020202
0,25.0,0,0,1,1,10.0,2.8,0.0
0,25.0,0,1,2,1,8.0,2.3,0.034829202947086406
0,25.0,0,0,1,0,7.5,2.9000000000000004,0.16020496012941193
0,0.0,1,1,1,1,26.0,3.1,0.17088399605652316
0,20.0,2,0,1,3,4.666666666666667,2.316666666666667,0.6274540919791292
0,0.0,0,1,3,0,15.0,3.5,0.01085972850678733
0,20.0,1,0,1,3,7.0,2.85,0.3181828995513492
0,20.0,0,0,2,0,6.5,2.5,0.07900904529974
1,35.0,0,0,1,0,7.5,1.1,0.05241605241605242
0,0.0,0,0,1,0,0.0,0.0,0.0
0,20.0,3,1,2,1,8.125,3.275,0.2001776114094889
0,30.0,0,0,1,0,8.0,0.95,0.041484715102958036
0,0.0,0,0,1,0,0.0,0.0,0.0
1,22.5,0,0,0,0,10.75,1.375,0.06523326016489893
0,25.0,0,0,1,0,4.666666666666667,1.9333333333333333,0.0
0,20.0,1,2,2,3,8.7,5.066666666666666,0.40550495719213414
1,22.5,3,0,0,3,8.0075,3.6375,0.24091086611838242
1,22.5,2,0,0,2,5.333333333333333,1.2333333333333334,0.04048070841239722
1,22.5,3,1,2,2,6.5,0.6,0.004392901071867862
0,18.333333333333332,2,0,0,0,4.666666666666667,3.0666666666666664,0.44383637368712
1,18.75,4,0,0,6,7.7625,2.5875000000000004,0.2113523193521788
1,22.5,1,1,1,3,7.25,1.9,0.2565079444837252
1,20.0,2,0,0,1,0.0,0.0,0.0
0,0.0,0,0,0,0,0.0,0.0,0.0
1,20.0,1,0,2,4,8.0,0.95,0.01896766169154229
1,30.0,0,0,0,0,8.25,2.1500000000000004,0.2674008447159776
0,22.5,1,2,0,3,4.375,2.6750000000000003,0.36593541018858594
1,15.0,0,0,0,2,0.0,0.0,0.0
0,0.0,0,0,1,0,0.0,0.0,0.0
1,23.333333333333332,1,0,0,3,8.0,1.3666666666666665,0.22691251906364673
0,0.0,0,0,0,0,0.0,0.0,0.0
0,0.0,0,0,2,0,2.25,0.55,0.01781786185657721
1,20.0,3,3,3,7,7.5,4.066666666666666,0.09795694554688056
0,0.0,0,0,0,0,0.0,0.0,0.0
1,20.0,1,0,1,2,6.5,3.5666666666666664,0.5146055878644167
0,20.0,2,0,1,1,5.166666666666667,2.733333333333333,0.01528117359413203
1,20.0,5,0,1,3,6.142857142857143,2.8857142857142857,0.15567947456789163
0,25.0,0,0,0,1,7.5,4.3,0.0
0,0.0,0,3,0,0,0.0,0.0,0.0
1,23.333333333333332,2,0,2,1,12.533333333333333,3.5666666666666664,0.15526642560261222
1,24.0,2,0,1,1,6.75,2.9000000000000004,0.11536809556764413
0,0.0,0,0,0,1,13.5,2.05,0.01767018579688794
1,19.0,3,0,2,2,7.25,0.75,0.0
1,11.666666666666666,2,0,0,1,4.333333333333333,1.15,0.014617211766855473
1,23.333333333333332,1,0,1,1,7.0,2.3333333333333335,0.07956396370734839
1,28.75,0,0,0,1,9.0,0.4,0.0
1,25.0,0,0,0,0,8.0,1.2,0.0
0,18.333333333333332,1,0,0,1,4.0,2.675,0.07191479577946441
1,27.5,0,0,0,1,10.0,1.7,0.12267401791867677
1,23.333333333333332,1,0,1,3,7.0,1.4,0.028623222974906975
0,25.0,2,0,1,2,12.5,1.4,0.11846715496937396
1,30.0,1,1,0,1,6.666666666666667,3.5999999999999996,0.04988970763730566
0,20.0,2,0,4,4,7.55,2.025,0.2513377569976395
0,20.0,1,1,1,1,7.75,2.8499999999999996,0.00587160751565762
1,18.333333333333332,3,5,0,1,7.520000000000001,4.12,0.3163068211167335
1,30.0,0,0,0,2,5.0,2.45,0.08890009589089747
0,20.0,2,0,1,1,8.625,4.025,0.1323792838645169
1,23.333333333333332,1,0,1,2,5.625,4.575,0.09711654444704138
0,23.333333333333332,4,0,2,4,7.666666666666667,1.8333333333333333,0.19898337073827485
1,23.333333333333332,1,0,2,0,8.0,3.75,0.08645532471899987
0,23.333333333333332,2,0,3,1,8.5,4.875,0.20593199425664438
1,25.0,1,0,0,2,8.25,8.65,0.038661504942824935
1,20.0,2,0,0,2,9.5,0.4,0.12288705339992316
1,20.0,0,0,1,0,9.75,2.45,0.13797149447404777
0,0.0,0,0,0,0,0.0,0.0,0.0
1,22.5,2,0,1,5,9.75,2.425,0.036988613795842715
1,23.333333333333332,1,0,1,3,8.5,4.1,0.08691214034967427
1,22.5,1,1,0,2,7.375,3.0500000000000003,0.11749708273349263
0,26.666666666666668,0,1,0,1,8.166666666666666,1.9666666666666668,0.14961958949349385
0,20.0,0,1,1,0,12.375,3.3499999999999996,0.09583479070216372
0,0.0,0,0,0,0,0.0,0.0,0.0
1,35.0,1,0,1,1,7.75,2.5,0.045601160006911334
0,15.0,0,0,0,0,0.0,0.0,0.0
1,20.0,3,2,0,5,8.7,2.8400000000000003,0.08427866538666523
0,20.0,2,0,1,1,5.666666666666667,3.0666666666666664,0.15903729140747516
0,22.5,3,0,3,2,6.375,3.7749999999999995,0.1956348876010402
0,0.0,0,0,0,0,0.0,0.0,0.0
1,17.5,0,1,1,1,21.0,11.1,0.30588220321726733
1,20.0,0,1,1,0,6.0,2.2,0.17984514358735149
0,15.0,0,0,0,0,6.5,6.0,0.05323471934295485
1,20.0,1,0,2,3,8.166666666666666,3.0333333333333337,0.12625535566047646
