label,speed_limit,ramp,tree,has_crosswalk,narrow_sidewalk,steep_slope,poor_condition
0,17.5,2,0,1,6.9,4.68,0.19511755941416248
1,23.333333333333332,2,0,2,9.25,1.625,0.47130080120440165
0,20.0,2,0,1,6.0,2.5999999999999996,0.055393950769667584
0,20.0,4,0,4,6.5,3.875,0.20989312341692692
0,25.0,0,0,0,9.0,2.8,0.45437910671213505
1,22.5,2,0,5,7.375,3.55,1.0128411117326577
0,40.0,1,0,1,14.0,2.4,0.2889165628891656
0,0.0,0,0,0,0.0,0.0,0.0
0,20.0,0,0,0,8.0,1.6,0.27320107599193005
0,0.0,0,0,0,0.0,0.0,0.0
0,20.0,2,1,1,4.75,4.766666666666667,0.06227896749882822
1,25.0,3,0,4,8.5,2.575,0.08117634813612297
0,25.0,2,1,2,6.833333333333333,4.166666666666667,0.19393633383985218
1,17.5,2,1,3,5.625,3.675,0.21579522216245564
1,15.0,1,0,1,0.0,0.0,0.0
1,22.5,1,0,2,7.5,2.6,0.06777843758247559
1,33.0,1,0,1,5.25,1.1166666666666665,0.04321069265062627
1,20.0,0,0,0,10.0,0.1,0.04614134439921393
0,20.0,1,1,2,10.0,3.4,0.0
1,22.5,2,0,5,6.75,3.9999999999999996,0.12274304696249967
1,25.0,2,0,1,8.75,3.35,0.011324351847501678
0,20.0,0,0,1,9.0,3.4,0.048136922802638614
0,20.0,3,1,4,12.75,3.375,0.10446489461465258
0,25.0,0,2,0,8.0,2.3,0.13966707267559886
1,20.0,2,0,3,6.5,3.6,0.5258331418061807
1,25.0,1,0,1,8.375,3.35,0.34588777733412296
1,20.0,1,0,4,7.75,1.5,0.06956952368808231
0,0.0,0,0,0,0.0,0.0,0.0
1,25.0,0,0,0,10.0,0.9,0.0573370142280739
0,0.0,1,0,3,19.0,4.5,0.06185277536715515
0,35.0,0,0,1,7.5,6.8,0.75731362063542
1,23.333333333333332,0,0,0,7.0,3.1,0.08341353865896696
0,20.0,1,0,3,8.5,5.550000000000001,0.4976577905100774
0,25.0,1,0,2,15.0,1.7000000000000002,0.0
0,18.333333333333332,0,0,1,8.0,2.3,0.0
1,20.0,1,0,2,6.166666666666667,3.1,0.1874925620475779
1,25.0,2,1,2,12.75,5.800000000000001,0.07300264883630625
1,22.5,3,1,3,8.25,8.55,0.32200987190314573
1,22.5,2,0,5,8.0,2.9,0.19968227373640815
1,23.75,2,0,4,6.875,2.5,0.17598646278488075
0,18.75,2,0,1,6.875,1.8499999999999999,0.15387667990899598
0,20.0,2,0,1,5.9,2.84,0.0989130827618686
0,20.0,1,0,1,5.75,4.375,0.5899703167532346
1,30.0,0,0,0,0.0,0.0,0.0
1,35.0,1,0,3,5.0,1.0,0.0
1,22.5,2,1,1,6.375,3.2750000000000004,0.0643950795363334
1,23.333333333333332,2,0,1,6.416666666666667,2.85,0.05623131978782812
0,18.333333333333332,2,0,2,7.75,5.2,0.3869593945512924
1,23.75,3,0,6,6.875,2.5375,0.11646142796763458
1,22.5,1,0,2,10.125,1.5,0.06807633901482901
1,22.5,0,0,1,8.0625,3.7875,0.14123009427016664
0,35.0,1,0,1,7.5,0.6,0.020996640537514
1,27.857142857142858,1,0,1,8.45,2.45,0.006731848052572527
0,20.0,2,0,1,8.666666666666666,3.533333333333333,0.16233488141842253
1,27.5,1,1,2,10.0,2.2,0.02052607571841265
1,25.0,2,0,2,0.0,0.0,0.0
0,0.0,0,0,1,12.0,5.2,0.7006340508526644
1,21.25,3,0,2,8.25,3.4,8.560601436695215
0,22.5,2,0,5,7.125,2.466666666666667,0.1510899887612418
1,20.0,3,0,2,6.75,4.199999999999999,0.32125422665531306
1,20.0,2,0,1,6.0,3.1333333333333333,0.02693224399023482
0,20.0,2,0,1,5.666666666666667,4.283333333333334,0.04289762362843443
1,20.0,1,1,1,6.625,3.625,0.25389539431451236
1,20.0,2,0,1,8.5,3.975,0.14037189875779868
0,35.0,0,1,0,9.0,0.7,0.08990856755841517
0,22.5,2,0,3,9.125,2.8499999999999996,0.07563158304373015
1,22.5,0,0,3,0.0,0.0,0.0
0,0.0,0,0,0,0.0,0.0,0.0
0,20.0,0,0,0,6.0,0.5,0.028807800265918157
0,25.0,0,0,0,9.0,1.4,0.24645451400899343
0,15.0,0,0,0,0.0,0.0,0.0
1,20.0,2,0,5,8.25,3.6500000000000004,0.24071211761450498
0,23.333333333333332,1,0,1,36.5,3.45,0.36230746570587496
0,20.0,0,0,0,7.25,4.1,0.0079923273657289
0,0.0,0,0,0,0.0,0.0,0.0
0,18.333333333333332,1,2,1,10.0,3.6,0.15100671140939598
1,25.0,1,0,3,11.5,1.5,0.17618469015795868
1,22.5,1,0,3,8.35,1.9,0.05263688475237809
0,23.333333333333332,0,0,0,0.0,0.0,0.0
0,25.0,0,0,0,2.0,2.8,0.5388429752066116
0,0.0,0,0,0,0.0,0.0,0.0
0,20.0,2,1,2,8.75,4.3,0.20824082461531176
0,0.0,0,0,0,0.0,0.0,0.0
1,21.25,3,0,4,6.857142857142857,1.8714285714285714,0.07200110496731085
0,15.0,1,0,2,9.25,3.95,0.09487870619946091
1,21.25,4,0,4,7.4375,2.2,0.23608428879098525
1,23.75,2,0,4,6.875,2.8249999999999997,0.12799837716570361
1,21.25,4,0,5,5.625,2.6125,0.02961079254943018
1,25.0,2,0,3,9.75,3.55,0.44367650489572913
1,25.0,1,0,1,5.9,2.9799999999999995,0.04684455826454044
1,23.333333333333332,0,0,0,6.5,3.6,0.7859299010565152
1,28.75,4,0,1,9.5,0.475,0.02643034825870647
1,33.0,2,0,1,3.875,0.95,0.0
0,20.0,1,0,1,5.0,3.4,0.0
0,0.0,0,0,0,0.0,0.0,0.0
0,34.166666666666664,2,0,2,0.0,0.0,0.0
0,25.0,1,0,2,10.5,5.199999999999999,0.08240223854732415
0,21.666666666666668,2,0,2,8.0,2.55,0.3706070287539936
0,20.0,0,1,0,7.75,3.9,0.6879165330197085
1,22.5,2,1,3,7.25,3.0250000000000004,0.16296002436858237
0,25.0,2,0,1,3.0,1.1,0.07325442570585956
0,25.0,1,0,1,10.5,1.5,0.15279424216765453
0,0.0,0,0,0,10.5,3.4,0.1277673473170151
0,20.0,2,0,3,6.0,2.8,0.05610027803508515
1,25.0,2,1,1,6.0,2.766666666666666,0.06218528003526518
0,0.0,0,0,0,0.0,0.0,0.0
0,20.0,2,0,1,6.0,3.1999999999999997,0.133391184259631
1,22.5,4,1,5,7.875,3.725,0.12013883001696507
0,20.0,0,1,0,5.5,3.5,0.42216217994100136
1,20.0,1,0,2,4.9799999999999995,2.9800000000000004,0.1623706845049031
1,21.25,1,1,3,13.75,3.3,0.008466603951081843
0,25.0,0,0,1,0.0,0.0,0.0
1,25.0,1,0,2,8.5,3.5,0.015533625730994151
1,20.0,0,0,0,7.0,3.9,0.1827759014438252
1,22.5,3,1,3,8.25,8.55,0.32200987190314573
1,20.0,1,0,3,8.0,0.8,0.01554726368159204
1,25.0,0,0,1,6.666666666666667,3.0666666666666664,0.13765147959157922
1,25.0,0,0,0,8.0,1.3,0.0
1,23.0,1,0,1,6.25,2.9000000000000004,0.41965465831386095
1,23.333333333333332,2,0,1,3.0,0.7,0.0
1,18.75,2,0,5,8.25,2.8999999999999995,0.4501502440541898
0,20.0,0,0,0,7.25,4.949999999999999,0.04507380053647583
0,20.0,2,1,1,5.666666666666667,3.8333333333333335,0.058071561554381285
1,23.333333333333332,2,0,1,7.0,3.825,0.7373007811560478
0,0.0,0,0,0,0.0,0.0,0.0
0,25.0,2,0,1,9.0,3.7000000000000006,0.10377810681777196
0,25.0,0,0,0,8.0,3.4,0.07271183176031798
0,15.0,0,0,0,5.5,1.4,0.03035878564857406
1,20.0,3,0,4,8.5,3.275,0.12117590592758473
1,20.0,1,1,1,6.666666666666667,1.7666666666666666,0.12015902306977196
1,23.333333333333332,2,1,1,7.25,2.875,0.12840314665518288
1,21.666666666666668,2,0,3,6.666666666666667,2.4,0.16325274831686448
1,25.0,2,0,3,7.125,1.9,0.09443261210342288
1,21.25,2,0,4,7.875,2.0,0.005868544600938967
1,20.0,0,0,0,8.833333333333334,5.3999999999999995,0.04539386489953231
0,0.0,0,0,1,0.0,0.0,0.0
1,20.0,3,0,4,8.5,3.275,0.12117590592758473
1,22.5,3,1,3,8.25,8.55,0.32200987190314573
0,1.0,0,0,1,8.0,2.5,0.04982017571089714
1,18.333333333333332,2,0,1,5.125,4.324999999999999,0.805838528407123
1,20.0,0,0,0,6.333333333333333,2.9333333333333336,0.10311864509474233
0,15.0,0,0,0,0.0,0.0,0.0
0,25.0,0,0,0,16.5,9.1,0.15207373271889402
0,65.0,0,0,0,9.0,4.9,0.08188291139240507
1,22.5,1,0,3,8.35,1.9,0.05263688475237809
0,20.0,2,0,2,6.0,3.95,0.09514155923578123
1,31.666666666666668,0,2,0,10.375,4.15,0.03401759530791789
1,15.0,0,2,0,0.0,0.0,0.0
0,20.0,2,1,2,8.0,4.5,0.16585016772395883
0,20.0,0,0,0,6.5,3.7,0.18759018759018758
0,20.0,3,1,2,6.916666666666667,2.966666666666667,0.30408318296876496
1,30.0,0,0,1,0.0,0.0,0.0
0,21.666666666666668,0,0,1,0.0,0.0,0.0
1,22.5,1,0,5,7.125,3.1500000000000004,0.022573112553186503
1,30.0,0,0,2,6.5,2.35,0.25398577165068514
0,20.0,1,0,3,8.0,2.3,0.0651593145240112
1,25.0,0,0,0,8.0,4.4,0.18093225314077727
1,30.0,0,0,1,11.0,2.5,0.21033653846153846
1,23.333333333333332,2,0,1,8.0,3.4,0.08402905086953304
1,22.5,2,0,3,7.875,5.95,0.19370504714710768
1,25.0,2,0,1,4.666666666666667,1.5999999999999999,0.07163211997431329
0,27.5,2,0,1,7.175,3.125,0.28581187377717704
0,55.0,1,0,1,9.0,2.2,0.099025069637883
0,28.333333333333332,2,0,1,7.5,2.5666666666666664,0.20966842080597217
0,15.0,0,0,0,0.0,0.0,0.0
0,15.0,0,2,0,18.0,1.8,0.0
0,23.333333333333332,2,0,1,6.75,4.3,0.0710406352342767
0,20.0,2,0,1,7.75,2.9,0.14092302960223496
1,13.666666666666666,0,0,1,6.0,2.075,0.09889421181737401
0,18.333333333333332,0,0,1,9.333333333333334,1.2,0.015845682620269846
0,23.333333333333332,2,0,1,4.583333333333333,4.483333333333333,0.1422358252392145
0,15.0,0,0,0,9.5,3.6,0.08479619160963998
1,25.0,2,0,1,7.166666666666667,4.433333333333334,0.31295098912518676
1,24.0,1,0,3,8.75,4.6,0.11014949616715378
1,24.285714285714285,0,0,1,6.0,2.25,0.05964246845468357
0,25.0,1,0,3,8.0,2.0,0.024536532170119956
1,15.0,0,0,1,14.25,2.5,0.06345623654264534
0,23.333333333333332,1,0,1,6.833333333333333,3.466666666666667,0.271874354848377
1,25.0,2,0,2,7.166666666666667,2.1333333333333333,0.3006947081440024
0,25.0,1,0,1,10.0,1.35,0.041811846689895474
0,15.0,2,0,0,6.0,2.7,0.18181818181818182
0,18.333333333333332,2,0,1,4.916666666666667,3.8333333333333335,0.48812557634315973
1,23.333333333333332,1,1,1,5.5,3.4499999999999997,0.14171092448517675
1,23.333333333333332,2,0,3,8.5,4.033333333333333,0.19370577123510554
1,20.0,2,0,1,6.0,2.0,0.13113926539049575
0,35.0,0,0,0,6.0,2.4,0.015498869874071682
0,20.0,0,0,0,6.0,0.5,0.13972985561248252
0,0.0,2,0,1,7.0,2.5,0.08183032732130928
0,20.0,1,0,2,6.5,2.75,0.08285302593659942
1,23.333333333333332,0,0,0,6.5,3.8000000000000003,0.059618542282679876
0,35.0,0,0,0,6.0,0.5,0.07174172977281786
0,20.0,1,1,3,6.5,2.05,0.045871559633027525
0,20.0,1,1,1,6.1,3.3800000000000003,0.1354472886603928
1,25.0,0,0,1,10.0,1.5,0.012813211845102505
1,25.0,0,0,0,10.0,1.65,0.07700770077007701
0,0.0,0,0,0,8.5,3.5,0.015533625730994151
1,22.5,2,0,3,8.25,3.95,0.5103658155661261
0,17.0,0,0,1,7.0,4.0,0.21285994164001176
1,25.0,0,0,0,14.333333333333334,3.533333333333333,0.06433268046856534
0,0.0,1,0,0,6.0,4.1,0.32449972958355866
1,17.5,2,1,3,5.625,3.675,0.21579522216245564
0,0.0,0,0,0,0.0,0.0,0.0
1,32.5,0,0,3,0.0,0.0,0.0
1,23.333333333333332,1,0,1,8.5,2.475,0.0265703265150075
0,21.666666666666668,2,0,0,7.666666666666667,7.3,0.03837719298245614
0,20.0,0,1,0,6.0,2.3,0.06486092777471625
1,25.0,1,1,0,12.0,3.3,0.002416626389560174
1,23.333333333333332,1,0,1,7.0,1.15,0.12201288887715639
0,20.0,2,0,5,7.5,2.625,0.1413038984139055
1,18.333333333333332,2,0,1,11.933333333333332,1.3333333333333333,0.06501134882253597
0,16.666666666666668,2,1,1,5.5,2.6599999999999997,0.05194828768863037
0,20.0,0,0,0,6.5,2.8,0.112731966878169
0,23.333333333333332,2,0,2,6.416666666666667,3.466666666666667,0.17018851009229033
0,18.75,2,0,2,6.5,4.275,0.21825542923927785
0,23.333333333333332,0,0,1,4.0,1.5,1.1713961407491487
0,20.0,0,0,1,7.666666666666667,2.8333333333333335,0.20060065044385536
1,22.5,2,0,3,6.875,2.425,0.14838783139503423
0,15.0,1,0,1,7.0,3.5,0.2980503795721187
1,20.0,2,0,1,5.125,7.824999999999999,0.06350531063317119
0,0.0,0,0,0,0.0,0.0,0.0
1,20.0,1,2,2,16.5,2.6500000000000004,0.12065073030291613
0,25.0,0,1,0,11.0,0.8,0.038493723849372385
0,0.0,0,0,0,5.5,4.5,0.41897630393205615
1,20.0,1,0,1,6.375,3.725,0.17193247083605953
1,23.333333333333332,1,0,3,8.0,1.3666666666666665,0.22691251906364673
0,15.0,2,0,2,39.5,1.6,0.0
0,25.0,1,0,2,8.333333333333334,4.033333333333333,0.04386918369133228
0,25.0,1,0,1,6.5,5.7,0.050724637681159424
1,20.0,1,0,0,6.375,3.325,0.33039925490762345
0,23.333333333333332,1,0,1,6.0,2.1,0.13632049995626114
0,21.666666666666668,2,0,1,7.5,3.9,0.10447999699202887
1,25.0,0,1,0,10.0,1.9333333333333333,0.21466828770248378
1,21.0,2,0,1,6.666666666666667,1.9666666666666668,0.0012975938901864828
0,0.0,0,0,0,0.0,0.0,0.0
0,27.5,1,0,1,20.0,1.2,0.12429378531073447
1,30.0,1,2,1,8.4,1.9,0.006733466933867735
1,22.5,4,0,5,6.25,2.9375,0.3059962900636947
0,18.333333333333332,2,0,2,5.9,2.36,0.22756139667025846
0,0.0,0,0,0,0.0,0.0,0.0
1,22.5,3,1,3,10.0,2.1500000000000004,0.031855622911972165
1,35.0,0,0,0,9.5,6.6,0.05074786324786325
0,30.0,2,0,1,18.0,7.0,0.5482812230091553
0,20.0,0,1,0,7.5,4.7,0.01782319391634981
0,20.0,1,1,1,5.333333333333333,1.5333333333333332,0.8095371552952022
1,20.0,4,0,6,8.0,2.6833333333333336,0.0
1,21.666666666666668,2,1,1,8.0,2.6500000000000004,0.041615589066109925
0,31.666666666666668,2,0,1,4.25,2.55,0.09016932299443962
1,22.5,2,1,5,7.25,1.6,0.05009064020608721
1,25.0,1,0,3,6.25,6.4,0.42356651968557263
1,20.0,2,0,1,6.0,2.0,0.13113926539049575
1,22.5,1,0,3,5.75,0.35,0.022838499184339316
1,18.333333333333332,2,0,2,5.2,4.0600000000000005,0.19743392802108842
1,18.333333333333332,2,0,1,8.333333333333334,3.12,0.08283552702942108
0,15.0,2,0,1,6.5,5.75,0.7761709801279328
0,21.25,2,0,4,9.125,2.45,0.6815027202688746
0,25.0,2,0,3,4.025,1.725,0.009433962264150943
0,23.333333333333332,2,0,1,9.5,2.75,0.08289667557775598
0,25.0,2,0,2,33.0,0.5,0.18508437670114317
1,22.5,2,0,4,7.0,2.975,0.34654560885935404
1,28.333333333333332,0,0,3,7.75,2.4000000000000004,0.23650974987387677
1,25.0,1,0,2,6.5,1.2,0.056228373702422146
1,20.0,2,0,1,7.375,5.175,0.16155043877446415
0,20.0,2,0,1,6.0,2.4,0.15283808964043546
0,28.333333333333332,0,0,0,6.0,0.3,0.16650148662041625
0,20.0,4,1,4,8.25,3.475,0.24687919199822653
0,20.0,2,0,1,5.916666666666667,4.466666666666666,0.22436807010812543
0,25.0,0,0,0,0.0,0.0,0.0
0,0.0,0,0,0,0.0,0.0,0.0
0,17.0,1,0,1,10.0,6.75,0.309449866903283
0,25.0,1,0,1,10.0,2.0,0.0
0,20.0,2,0,1,7.0,3.125,0.29125459222118316
0,22.5,2,0,3,8.5,2.4999999999999996,0.25869711963518066
1,33.0,0,1,0,8.0,1.45,0.1296320779518788
0,0.0,0,0,1,0.0,0.0,0.0
0,5.0,0,0,0,7.5,2.1,0.0
0,20.0,0,1,0,6.5,3.6999999999999997,0.08226699487400684
1,20.0,2,0,1,5.125,7.824999999999999,0.06350531063317119
1,20.0,1,0,3,8.5,4.7,0.19923149747881022
1,23.333333333333332,0,0,0,6.75,2.55,0.05778929672177081
0,0.0,0,0,0,7.5,1.8,0.14303482587064675
1,25.0,0,0,0,0.0,0.0,0.0
0,30.0,0,0,1,6.766666666666667,4.766666666666667,0.1363834031998126
0,20.0,0,3,0,8.0,5.35,0.02282924264713912
0,0.0,2,0,0,10.25,2.6500000000000004,0.06855157082566912
0,0.0,2,0,2,6.0,0.5,0.0
0,20.0,2,1,1,10.625,4.95,0.13848607682510394
0,20.0,3,0,3,6.333333333333333,5.066666666666666,0.14200006602802492
1,21.666666666666668,3,0,1,5.5,5.583333333333333,1.1778102544416182
0,25.0,0,1,0,9.5,1.9,0.17300446104819994
0,0.0,0,0,0,0.0,0.0,0.0
1,20.0,1,1,3,8.5,5.1,0.4082414215686274
0,20.0,1,0,1,5.0,6.2,0.25519031141868515
1,25.0,1,0,3,11.25,4.9,0.039531674364968836
0,17.5,2,0,2,5.75,2.7249999999999996,8.523099217258087
0,0.0,0,0,1,15.0,1.5,0.06737031214911296
1,25.0,2,0,2,4.25,1.55,0.014892032762472078
0,0.0,0,0,0,0.0,0.0,0.0
1,20.0,2,0,1,6.0,2.4,0.10372469658634503
1,24.166666666666668,0,0,0,0.0,0.0,0.0
1,18.75,2,0,4,7.666666666666667,2.075,0.26371035589016373
0,0.0,1,1,1,26.0,3.1,0.17088399605652316
1,28.75,0,0,0,6.0,2.6,0.08945686900958466
1,28.333333333333332,1,0,1,0.0,0.0,0.0
1,23.333333333333332,2,1,1,9.733333333333333,4.1000000000000005,0.08356703469621463
0,20.0,4,0,4,5.9375,3.725,0.15382137514961924
0,25.0,0,0,0,6.75,6.1,1.8526731283288744
0,22.5,4,0,4,7.1875,4.3625,0.0453672062686597
0,0.0,0,0,0,0.0,0.0,0.0
1,25.0,2,0,3,9.75,3.55,0.44367650489572913
0,27.5,2,1,5,8.5,3.7249999999999996,0.11964596708246186
1,20.0,2,0,5,9.0,4.05,0.27118567894251017
0,0.0,0,0,0,6.0,2.0,0.12417685794920037
0,20.0,0,0,0,6.0,5.5,0.596419228158916
1,23.333333333333332,0,0,0,9.0,4.333333333333333,0.7991003474777236
0,18.333333333333332,2,3,0,9.125,2.8,0.20776367863527567
1,18.75,2,0,2,5.75,4.675,0.04555380303984333
0,0.0,0,0,0,0.0,0.0,0.0
1,35.0,0,0,0,0.0,0.0,0.0
0,25.0,0,0,0,11.5,2.5999999999999996,0.0423218217880931
0,20.0,2,0,4,6.7,3.4799999999999995,0.08610627695657636
1,31.0,0,0,3,10.0,0.5,0.053003533568904596
0,0.0,1,0,2,4.75,0.1,0.30575986633143454
0,18.333333333333332,2,0,1,4.2,3.8599999999999994,0.3006861297906074
0,25.0,1,6,2,9.0,0.35,0.06813409067627381
0,23.0,2,0,3,5.625,2.5250000000000004,0.20215746985664743
1,18.75,2,0,5,7.0,0.5,0.07291822054265493
1,22.5,2,0,5,8.375,2.65,0.5742497014114206
0,28.75,1,0,2,7.0,1.3499999999999999,0.13406188231593844
1,25.0,0,1,0,9.5,4.15,0.1212831344495493
0,21.25,3,0,1,6.0,3.233333333333333,0.09875668903973563
0,0.0,0,0,0,0.0,0.0,0.0
1,20.0,0,0,0,6.0,2.3499999999999996,0.2883688073321947
0,0.0,2,0,2,11.0,2.0,0.21834363029365478
1,20.0,1,1,2,9.75,6.449999999999999,0.15862908643081058
0,0.0,0,0,1,0.0,0.0,0.0
1,30.0,1,0,1,10.25,4.0,50.37622407113841
0,20.0,0,1,0,6.0,1.5,1.2
1,22.5,2,0,2,8.875,4.05,0.1724065332237677
1,20.0,2,0,4,6.25,3.0625,0.15796862341676626
0,15.0,0,0,0,0.0,0.0,0.0
0,5.0,0,0,0,0.0,0.0,0.0
0,15.0,0,0,0,0.0,0.0,0.0
1,23.333333333333332,2,0,3,7.5,3.2,0.06334891340086445
0,45.0,2,1,1,15.75,2.35,0.056948305226853575
0,0.0,1,0,0,0.0,0.0,0.0
0,22.5,1,2,3,11.0,2.15,0.08018527980879496
0,23.333333333333332,1,0,1,7.666666666666667,1.8333333333333333,0.20260508433362343
0,30.0,2,0,3,7.0,4.325,0.07871258659124289
0,30.0,0,0,0,7.5,2.5,0.025715416062244496
0,0.0,0,0,0,0.0,0.0,0.0
1,22.5,0,0,3,12.0,3.1,0.08002783576896312
1,22.5,2,0,2,11.0,1.8,0.011604293588627792
1,21.666666666666668,2,0,0,7.125,1.35,0.10571557313503574
