label,speed_limit,ramp,tree,lighting,has_crosswalk,narrow_sidewalk,steep_slope,poor_condition
1,11.666666666666666,2,0,0,1,4.333333333333333,1.15,0.014617211766855473
1,21.666666666666668,1,0,1,1,7.0,4.05,0.5667334669338677
1,30.0,1,0,1,3,7.75,2.0,0.16177136642610535
1,22.5,2,0,2,4,9.0,2.375,0.10568991737816805
1,22.5,1,0,1,3,6.25,1.25,0.03592814371257485
0,20.0,1,0,0,2,6.25,4.5,0.06510658716123999
1,25.0,2,0,1,3,4.025,1.725,0.009433962264150943
1,25.0,2,0,0,3,12.625,2.125,0.07193403775064111
1,20.0,0,0,0,0,6.5,3.2,0.05140070143825777
0,20.0,1,0,0,1,6.5,2.55,0.07672115661906459
1,25.0,2,0,0,3,7.2,1.75,0.14414557548603718
0,0.0,0,0,2,0,0.0,0.0,0.0
0,18.333333333333332,2,0,1,1,4.166666666666667,2.3000000000000003,0.1586892318002087
1,23.333333333333332,2,0,1,1,8.333333333333334,2.1999999999999997,0.04420246156853918
0,0.0,0,0,0,0,0.0,0.0,0.0
0,30.0,0,0,2,0,9.25,1.9500000000000002,0.05472873065880107
1,22.0,3,0,1,3,20.0,1.85,0.0
0,20.0,1,0,0,2,6.0,6.449999999999999,0.10406234153144016
0,23.333333333333332,0,0,0,0,0.0,0.0,0.0
1,31.0,0,0,0,3,10.0,0.5,0.053003533568904596
0,0.0,0,0,0,0,0.0,0.0,0.0
1,20.0,1,0,1,3,6.0,4.0249999999999995,0.46198863553898073
0,20.0,1,0,1,4,8.166666666666666,5.1000000000000005,0.4919248285579048
1,25.0,1,0,0,3,8.25,8.65,0.038661504942824935
0,20.0,0,0,0,0,0.0,0.0,0.0
0,20.0,4,0,2,2,5.185714285714285,2.9,0.08351882604028991
1,22.5,2,1,2,3,10.0,2.75,0.01655258679777532
0,0.0,0,0,0,0,0.0,0.0,0.0
0,0.0,0,0,0,0,0.0,0.0,0.0
0,0.0,0,0,0,0,0.0,0.0,0.0
0,25.0,2,0,1,3,6.75,1.35,0.18673978845818354
1,30.0,1,0,1,3,7.0,1.6,0.05188067444876784
0,20.0,2,0,0,1,3.6666666666666665,2.35,0.4606356080826924
0,0.0,0,0,0,0,14.0,5.2,0.1875
1,23.75,1,0,1,1,6.666666666666667,3.5,0.0168885085000737
0,0.0,0,0,2,1,0.0,0.0,0.0
1,30.0,1,0,1,3,6.5,3.0,0.06843068405877564
0,35.0,2,0,2,3,14.333333333333334,3.5500000000000003,0.1594837580981424
1,22.5,1,0,0,2,5.75,4.25,0.312914467939601
1,28.333333333333332,0,0,1,0,0.0,0.0,0.0
1,35.0,0,0,1,0,6.0,9.9,0.04240282685512368
0,35.0,0,0,0,0,5.0,6.8,0.7908889591901297
1,30.0,0,0,0,0,0.0,0.0,0.0
0,20.0,1,1,0,1,4.833333333333333,8.666666666666666,0.08101114229820533
0,0.0,0,0,0,0,0.0,0.0,0.0
0,20.0,3,1,0,2,7.333333333333333,3.1333333333333333,0.12293574976552842
0,35.0,0,0,0,0,9.5,1.3,0.6086622245002563
1,23.333333333333332,0,0,0,1,9.75,3.25,1.0075374290986838
1,25.0,1,0,1,1,11.0,0.8,0.02491506228765572
0,15.0,0,0,0,0,0.0,0.0,0.0
1,23.333333333333332,2,0,2,3,7.0,3.075,0.09690299871715313
1,27.5,1,0,0,1,10.5,2.35,0.2887262706200796
1,23.333333333333332,2,0,3,1,7.5,2.3,0.3286674582457102
0,25.0,0,0,1,1,8.0,1.3,0.03861003861003861
1,25.0,1,1,1,0,12.0,3.3,0.002416626389560174
0,20.0,2,0,3,2,6.0,4.933333333333334,0.4906533666663444
1,22.5,2,0,1,5,7.625,3.775,0.05219086384616045
0,20.0,1,0,0,1,6.75,1.65,0.15980895349835955
1,22.5,6,0,0,3,6.0,2.5500000000000003,0.26675008566908304
1,30.0,1,1,1,3,10.15,2.75,0.006876633200385091
1,23.333333333333332,2,1,0,2,8.4,2.2600000000000002,0.16723977028467302
0,22.5,1,1,0,2,8.0,4.800000000000001,0.0880956028803432
1,22.0,2,0,0,3,6.625,3.7749999999999995,0.7202093695796533
1,30.0,1,0,2,3,6.75,2.3,0.060155679253771736
1,23.333333333333332,2,0,0,2,9.25,1.625,0.47130080120440165
0,15.0,0,1,0,0,4.0,3.8,0.2432748538011696
1,22.5,2,0,1,4,7.625,2.1,0.10234164098528006
0,15.0,2,2,2,1,10.75,0.9500000000000001,0.04698214872725713
0,0.0,0,0,0,0,0.0,0.0,0.0
0,35.0,1,0,2,1,20.0,1.8,0.020761175588908467
0,25.0,1,0,2,2,10.375,3.325,0.28929214412198617
0,18.333333333333332,2,0,0,1,5.75,3.033333333333333,0.07421680071629497
0,0.0,0,0,0,0,0.0,0.0,0.0
0,0.0,0,0,0,0,0.0,0.0,0.0
1,23.333333333333332,1,0,1,1,8.0,2.45,0.20812670883947906
0,25.0,0,0,1,0,10.25,3.5,0.018716918842317645
0,20.0,1,0,0,1,6.0,2.766666666666666,0.1366653393504154
1,23.333333333333332,2,0,1,1,7.75,1.625,0.06365740740740741
1,20.0,1,0,1,2,6.083333333333333,6.849999999999999,0.06891689970014599
1,30.0,1,0,1,3,7.25,3.65,0.28210812643580496
0,20.0,2,2,3,1,7.5,2.775,0.15535878811215387
0,23.333333333333332,0,0,4,0,8.2,3.8,0.20591583056772894
0,13.666666666666666,2,1,1,1,7.75,3.85,0.1631694083636771
1,22.5,1,0,0,3,7.0,2.2,0.31399239182736394
0,20.0,0,1,0,0,5.75,4.8,0.18084336635125994
0,35.0,1,0,1,1,11.5,1.8,0.03983005841741901
1,25.0,0,0,1,0,9.25,1.7999999999999998,0.20612332954672882
1,23.333333333333332,0,0,2,0,8.0,2.55,0.17762826548056412
0,25.0,0,2,0,0,8.5,1.05,0.04558817191853111
1,23.333333333333332,1,0,0,1,8.333333333333334,3.325,0.25481345182625587
1,22.5,2,0,1,6,7.25,2.9499999999999997,0.07623146393594016
1,18.75,2,0,2,1,11.5,8.166666666666666,0.1428600376927712
0,20.0,1,0,0,1,6.5,3.233333333333333,0.025844568663219037
1,15.0,0,2,0,0,0.0,0.0,0.0
1,25.0,1,0,1,3,8.0,7.4,0.03848431024274719
0,22.5,2,0,2,2,9.5,1.6,0.2814549859005659
0,25.0,1,0,0,2,5.0,3.15,0.3760722346753913
0,23.333333333333332,2,0,1,2,5.833333333333333,2.433333333333333,0.10078549297417355
0,25.0,0,0,1,0,7.5,3.1,0.008307487815684538
0,20.0,2,0,2,2,7.0,1.65,0.22491177725820763
0,27.5,2,0,4,3,7.5,2.8000000000000003,0.1508495430550066
1,20.0,3,0,2,3,6.166666666666667,2.6999999999999997,0.12613588958496055
1,25.0,0,0,1,1,10.0,1.5,0.012813211845102505
1,25.0,0,0,1,0,9.0,4.0,0.36580325158445853
0,20.0,0,0,0,0,0.0,0.0,0.0
0,20.0,2,0,0,1,6.416666666666667,4.183333333333334,0.14736156729221994
1,23.333333333333332,2,0,2,1,7.0,2.475,0.07930843172553408
1,22.5,1,1,1,2,8.5,3.95,0.19380469503090328
1,20.0,2,1,0,2,6.0,3.075,0.07112716902564505
0,25.0,1,0,0,3,6.75,1.75,0.5781012579672934
1,22.5,1,0,1,3,8.5,2.2,0.08774573953447337
0,15.0,1,0,0,1,4.25,3.025,0.27242222993252346
0,0.0,0,0,1,1,0.0,0.0,0.0
1,25.0,0,1,0,0,9.5,2.8,0.04462188821042743
0,13.666666666666666,0,0,1,0,7.25,1.7750000000000001,0.2648832602676051
1,27.5,2,0,3,4,6.0,2.3,0.15389660429430962
1,25.0,2,0,1,1,9.0,3.7000000000000006,0.10377810681777196
1,30.0,1,2,1,1,9.0,0.7,0.08990856755841517
0,20.0,0,0,1,0,4.5,3.6,0.19736842105263158
0,0.0,0,0,0,0,0.0,0.0,0.0
1,23.333333333333332,0,0,1,0,7.5,2.0,0.401643865607417
1,22.5,3,0,2,3,7.375,2.2,0.21895874801528828
1,22.5,1,0,1,3,6.25,1.25,0.03592814371257485
0,22.857142857142858,1,0,0,3,7.5,2.75,0.16564864097404133
1,21.25,1,0,1,4,7.375,2.0999999999999996,0.0062153153134210225
0,20.0,0,0,3,0,4.0,2.6,0.03215199123127512
1,23.333333333333332,1,0,2,1,6.75,2.55,0.1500303672476802
0,20.0,4,2,2,2,5.8500000000000005,2.8375,0.1310507657391068
1,25.0,1,0,1,1,11.0,0.8,0.02491506228765572
1,23.333333333333332,1,0,1,1,9.0,2.4,0.38244191367125935
0,25.0,1,0,0,1,7.0,2.3,0.12192622950819672
1,22.5,6,0,0,3,6.0,2.5500000000000003,0.26675008566908304
0,35.0,0,0,1,0,9.25,4.5,0.1767933770183489
1,32.5,0,0,1,0,20.0,7.7,0.02255401687040462
1,22.5,2,1,2,3,8.25,3.025,0.17873191946682637
1,25.0,1,0,0,5,9.5,2.0,0.090837409743784
0,25.0,0,0,0,0,6.0,3.9,0.07291667695055985
0,25.0,0,1,1,0,0.0,0.0,0.0
0,24.0,3,0,1,5,6.2,3.0200000000000005,0.12880606715925771
1,25.0,1,0,1,0,6.5,3.4,0.021887789462777807
0,25.0,0,0,1,0,0.0,0.0,0.0
1,23.333333333333332,2,0,0,2,9.25,1.625,0.47130080120440165
1,25.0,1,0,2,1,10.0,2.85,0.5946132566456126
0,0.0,0,0,0,0,0.0,0.0,0.0
0,10.0,0,0,1,0,8.15,2.35,0.16993756994579887
1,23.0,3,0,1,1,7.5,2.6666666666666665,0.4968041967539467
0,0.0,0,0,0,0,0.0,0.0,0.0
1,25.0,1,0,0,3,12.0,3.55,0.08608695652173913
0,25.0,0,0,1,0,6.5,1.5,0.2038895859473024
1,23.333333333333332,2,0,3,2,11.5,1.0750000000000002,0.09641951385765471
0,30.0,1,0,1,3,8.75,4.55,0.14730048261831924
0,20.0,2,1,4,1,7.666666666666667,5.516666666666666,0.15897934115524304
1,21.25,2,0,1,1,5.5,3.3,0.3557484704575702
1,20.0,3,0,2,3,5.642857142857143,2.457142857142857,0.2892496212910093
1,25.0,0,0,1,0,7.15,3.45,0.0857772731766033
0,20.0,1,2,1,0,11.5,6.9,0.23226185809486477
0,18.333333333333332,2,0,4,1,5.833333333333333,3.1833333333333336,0.1290025084703599
1,15.0,0,0,0,0,7.0,1.0,0.05547337278106509
0,25.0,0,0,1,0,0.0,0.0,0.0
1,25.0,2,0,1,3,7.5,1.35,0.19870410367170627
0,20.0,0,0,0,0,7.75,2.75,0.5146664199130193
0,30.0,0,0,0,0,0.0,0.0,0.0
1,30.0,0,0,0,0,0.0,0.0,0.0
1,20.0,2,1,1,4,5.25,1.525,0.02092183503156632
1,22.5,0,0,0,3,10.0,3.1,0.3552585297221245
0,20.0,2,0,2,1,7.666666666666667,1.2,0.0827773092010089
0,0.0,0,0,0,0,0.0,0.0,0.0
1,21.25,3,0,0,2,7.833333333333333,2.633333333333333,0.10335149369596652
0,0.0,0,0,0,0,0.0,0.0,0.0
0,0.0,0,0,1,0,6.25,5.15,0.1045319274481131
1,35.0,0,0,1,0,0.0,0.0,0.13956084852995906
1,25.0,2,0,2,5,6.5,2.75,0.15070529162734617
0,0.0,0,0,0,0,0.0,0.0,0.0
0,0.0,0,0,0,0,10.0,3.5,0.024519820187985288
1,22.5,1,1,1,3,7.25,1.9,0.2565079444837252
0,20.0,1,2,2,3,7.75,3.5500000000000003,0.014763710227605868
0,20.0,0,0,0,0,6.5,4.8,0.1335580359037113
0,23.333333333333332,0,0,1,2,8.333333333333334,2.6999999999999997,0.05696807606601956
1,35.0,1,0,0,1,9.0,4.25,0.03433469479544587
0,23.333333333333332,2,2,1,1,8.25,5.4750000000000005,0.3248061008784115
1,22.5,2,0,1,3,6.666666666666667,5.25,0.12394573235873517
0,15.0,0,0,0,0,7.0,0.4,0.009394964299135663
1,22.0,1,0,0,2,6.5,4.0,0.10600871838378823
0,25.0,2,0,0,3,8.0,7.800000000000001,0.09183119565239997
1,20.0,1,0,1,2,6.2,6.32,0.07831198256805597
0,22.5,2,0,4,3,7.75,3.8,0.06970446463662065
0,0.0,0,0,0,0,0.0,0.0,0.0
0,32.142857142857146,4,0,0,3,0.0,0.0,0.0
0,20.0,0,3,1,0,8.0,3.3,0.2551246786992357
0,0.0,0,0,0,0,0.0,0.0,0.0
0,0.0,0,0,1,2,0.0,0.0,0.0
1,27.5,1,2,1,2,2.0,3.2,0.04073912410883166
0,20.0,1,1,0,2,8.5,4.75,0.4669912630064433
0,25.0,0,0,0,0,8.0,2.3,0.0881057268722467
0,0.0,0,0,0,0,32.0,1.8,0.0
1,30.0,1,0,1,3,7.75,2.0,0.16177136642610535
1,20.0,1,0,1,1,5.666666666666667,5.3,0.09367068890520495
0,0.0,0,0,1,0,0.0,0.0,0.0
0,0.0,0,0,1,0,0.0,0.0,0.0
1,23.333333333333332,0,1,0,0,6.9,3.8199999999999994,0.16187036674462013
0,20.0,0,0,0,0,6.0,2.3499999999999996,0.08520295408064495
0,0.0,1,0,1,1,0.0,0.0,0.0
1,35.0,1,0,1,2,6.0,2.3,0.2092675152914604
1,25.0,0,0,0,0,15.0,3.5,0.01085972850678733
1,22.0,2,0,1,1,6.5,1.7999999999999998,0.0
1,23.0,2,0,2,2,208.375,2.9,0.25363150301773696
0,23.333333333333332,2,0,1,1,8.666666666666666,1.9333333333333333,0.21347457967176278
1,22.5,1,0,1,1,7.85,2.4,0.1093519882179676
1,11.25,1,0,1,3,6.666666666666667,1.3666666666666665,0.33410434335646366
0,25.0,1,1,2,3,5.0,2.7,0.10182155188675376
1,22.5,1,1,2,3,8.0,2.3499999999999996,0.08262446994946915
0,20.0,2,0,2,1,7.0,4.45,0.17181565363750312
0,0.0,0,0,0,0,0.0,0.0,0.0
0,20.0,2,0,0,1,5.5,3.34,0.341562428598991
0,20.0,1,1,1,1,3.875,6.8,0.07717534257507572
0,30.0,0,2,1,0,6.0,3.6,0.0
0,20.0,2,0,2,1,8.333333333333334,4.433333333333333,0.12333349411609422
1,27.5,2,0,2,5,11.0,3.1333333333333333,0.12258046522005912
1,24.0,1,0,0,6,6.25,4.25,0.08798768923739995
0,0.0,0,0,2,0,8.0,4.9,0.1912101645490523
1,25.0,2,0,1,3,7.5,1.35,0.19870410367170627
1,23.333333333333332,2,1,0,3,9.25,2.35,0.48684579521155397
0,20.0,1,0,0,3,4.666666666666667,3.1999999999999997,0.09018316871783139
0,25.0,0,0,0,0,0.0,0.0,0.0
0,20.0,1,0,0,1,8.0,3.3,0.010505050505050505
1,25.0,1,1,2,5,10.5,2.7249999999999996,0.07470401686764687
1,21.25,1,0,0,2,11.5,1.4000000000000001,0.2509179651461753
1,25.0,0,0,0,0,0.0,0.0,0.0
1,22.5,2,0,0,4,6.666666666666667,3.7833333333333328,0.19634010600485444
0,0.0,1,0,0,3,10.25,2.65,0.3245931113219923
1,30.0,1,0,2,2,8.4,1.2,0.013463696105145055
1,22.5,1,1,1,2,7.666666666666667,6.900000000000001,0.2251940264730423
0,30.0,0,0,1,0,0.0,0.0,0.0
0,0.0,0,0,0,0,6.0,0.4,0.0
0,15.0,1,2,2,1,13.0,3.2,0.0965846915855555
1,25.0,1,1,1,0,12.0,3.3,0.002416626389560174
1,27.5,1,0,0,3,8.75,2.7,0.07507999778040841
1,21.666666666666668,0,0,0,2,0.0,0.0,0.0
1,30.0,2,0,2,5,6.75,2.3,0.060155679253771736
1,23.333333333333332,0,0,1,2,19.75,4.4,0.18739352640545145
1,30.0,1,0,2,3,6.5,3.0,0.06843068405877564
1,20.0,2,1,4,3,8.125,7.074999999999999,0.08794355002440055
0,25.0,2,0,1,2,9.25,2.0,0.09637118414784411
1,23.333333333333332,2,0,1,1,8.333333333333334,2.1999999999999997,0.04420246156853918
1,15.0,0,0,0,0,0.0,0.0,0.0
1,23.333333333333332,1,0,1,1,9.0,2.0,0.19898264512268102
1,20.0,1,0,2,1,8.166666666666666,4.5,0.5875590887287127
0,0.0,0,0,0,0,0.0,0.0,0.0
1,21.25,1,0,0,2,11.5,1.4000000000000001,0.2509179651461753
1,25.0,1,0,0,3,7.0,1.775,0.09704851523751253
1,30.0,0,0,0,1,0.0,0.0,0.0
1,20.0,2,0,2,1,3.0,1.1,0.022073032187844933
0,0.0,1,0,1,1,0.0,0.0,0.0
1,20.0,2,0,0,1,7.083333333333333,3.6666666666666665,0.15231135981236268
1,22.5,2,0,1,3,6.5,4.85,0.1161102709886568
1,25.0,1,1,1,1,9.0,3.4,0.12309310889005787
0,20.0,2,0,0,3,6.5,3.0500000000000003,0.19400322032727146
0,20.0,1,1,1,3,9.75,3.95,0.049198250728862976
0,15.0,0,0,1,0,10.5,4.9,0.17089326267978805
0,20.0,2,0,0,1,6.5,3.925,0.10527554984861884
1,30.0,2,0,1,2,7.25,2.55,0.08397778027035724
1,30.714285714285715,0,0,0,0,0.0,0.0,0.0
0,23.333333333333332,1,0,0,1,6.0,1.5,0.34229547442567104
0,23.333333333333332,0,1,1,0,8.666666666666666,1.2,0.021025319784162767
1,30.714285714285715,0,0,0,0,0.0,0.0,0.0
1,23.333333333333332,2,0,1,3,9.0,2.8666666666666667,101.45290773847259
0,0.0,0,0,1,0,0.0,0.0,0.0
1,23.333333333333332,2,0,2,1,8.125,4.15,0.04480553146415084
1,25.0,2,0,0,2,0.0,0.0,0.0
0,23.333333333333332,1,1,0,1,7.875,3.375,0.2711529236751931
1,35.0,0,0,1,0,0.0,0.0,0.0
1,23.333333333333332,2,1,0,2,8.25,2.6499999999999995,0.20656684651859675
1,22.5,2,0,0,5,7.25,2.5,0.08807302552121049
0,20.0,0,0,2,0,7.5,2.9,0.0
0,0.0,0,0,3,0,9.0,4.7,0.18124860147684047
1,35.0,0,0,1,0,0.0,0.0,0.0
0,18.333333333333332,2,0,0,2,5.25,4.6,0.21729035186145618
0,20.0,2,1,3,3,9.125,1.6749999999999998,0.09919959107591901
1,27.857142857142858,0,0,0,0,0.0,0.0,0.0
1,22.5,2,0,1,3,6.5,4.85,0.1161102709886568
1,25.0,0,1,1,0,9.0,1.6,0.0
1,26.25,0,0,0,1,7.5,7.6000000000000005,0.3533110630772254
0,25.0,1,1,1,3,15.5,1.3,0.019246861924686193
0,0.0,0,0,0,0,7.0,1.8,0.013376648194152494
1,25.0,1,0,0,1,8.0,2.2,0.0
0,20.0,0,2,2,0,8.5,4.6,0.4320484275701359
0,15.0,0,0,1,0,5.75,2.65,0.16447170605568584
0,0.0,0,0,0,0,0.0,0.0,0.0
1,20.0,1,0,0,2,8.0,2.15,0.5657948552362502
0,0.0,0,0,1,0,0.0,0.0,0.0
0,20.0,1,0,0,3,9.0,4.2,0.7146726735228937
1,23.333333333333332,2,0,1,3,8.0,3.1999999999999997,0.1289445884170397
1,23.333333333333332,2,0,1,1,9.0,1.5333333333333332,0.018938661762176363
0,0.0,0,0,2,0,0.0,0.0,0.0
1,17.5,0,2,1,1,21.0,11.1,0.30588220321726733
0,18.75,0,0,1,1,6.25,5.550000000000001,0.08703158939173726
1,20.0,2,0,3,3,11.375,3.45,0.033825606169033476
1,20.0,2,0,2,1,12.333333333333334,2.816666666666667,0.3149787803331567
1,23.333333333333332,2,0,0,3,8.166666666666666,2.1,0.08474277660324171
0,23.333333333333332,2,0,0,1,8.666666666666666,3.5749999999999997,67.65552645527802
0,23.333333333333332,2,0,2,1,6.416666666666667,2.8400000000000003,0.1459447452861217
1,29.0,1,0,0,1,7.75,0.55,0.0
1,23.333333333333332,2,0,1,4,7.0,2.6799999999999997,0.06899278165465897
1,23.333333333333332,3,0,3,3,8.0,4.766666666666667,0.43184600235335036
1,22.5,1,0,0,2,9.0,5.15,0.3447178168145435
1,30.0,4,0,0,2,13.5,2.05,0.01767018579688794
1,30.0,2,0,0,5,11.25,6.300000000000001,0.10322234367821216
0,20.0,1,0,1,3,6.75,2.7,0.018943380340980847
1,18.333333333333332,2,0,1,1,6.25,5.533333333333332,0.09912739284909908
1,23.0,1,0,0,2,3.0,1.9000000000000001,0.0
0,18.333333333333332,0,0,1,1,6.25,0.9500000000000001,0.05409153952843273
0,0.0,0,0,0,0,0.0,0.0,0.0
0,25.0,0,0,0,0,8.0,2.2,0.06958942240779402
0,0.0,0,0,1,0,0.0,0.0,0.0
0,0.0,0,0,0,0,0.0,0.0,0.0
1,22.5,1,0,0,2,6.5,3.35,0.08337552141947396
0,35.0,1,1,1,1,21.5,1.5,0.0
1,30.0,1,0,2,2,8.4,1.2,0.013463696105145055
0,20.0,0,0,1,0,6.0,5.300000000000001,0.8868802435087051
1,26.666666666666668,0,0,0,1,0.0,0.0,0.0
0,0.0,0,0,0,0,0.0,0.0,0.0
0,23.333333333333332,1,2,1,1,8.5,1.55,0.04218108167102815
1,22.5,2,0,0,2,6.833333333333333,4.3,0.09404521940785444
0,20.0,1,0,0,2,7.375,2.6500000000000004,0.06851448531193063
1,23.333333333333332,2,0,2,3,8.25,4.075,0.37363016304568303
0,25.0,0,0,0,0,8.0,1.85,0.6046169086481437
0,18.333333333333332,0,0,1,1,5.666666666666667,1.4000000000000001,0.39539965157823254
1,22.5,2,0,2,5,7.1875,4.3375,0.34269565532666324
1,25.0,1,0,1,0,18.0,2.1,0.03611182944789884
1,23.333333333333332,3,0,0,3,7.833333333333333,3.033333333333333,0.15657053500265103
1,20.0,1,0,2,0,10.0,1.85,0.11003799852527343
1,32.5,0,0,1,0,20.0,7.7,0.02255401687040462
0,20.0,0,0,0,0,0.0,0.0,0.0
0,0.0,2,1,1,2,28.0,3.3,0.0076945625091601935
1,22.5,1,0,1,3,9.0,2.1500000000000004,0.33998985948138494
0,15.0,2,0,0,1,5.666666666666667,3.4166666666666674,0.41620563016522705
0,0.0,0,0,1,0,0.0,0.0,0.0
0,21.666666666666668,2,0,1,1,6.166666666666667,3.6333333333333333,0.4820224428840208
1,22.5,1,0,2,3,7.5,2.3499999999999996,0.07055162552246227
1,23.333333333333332,2,0,3,1,7.5,2.3,0.3286674582457102
0,20.0,1,0,2,3,9.25,3.7,0.2992732316003286
0,25.0,0,0,0,0,22.5,3.3,0.0
1,23.75,1,0,1,3,7.3,3.6,0.07022977819286864
1,23.0,1,0,0,2,3.0,1.9000000000000001,0.0
1,27.5,1,0,0,3,7.75,2.4000000000000004,0.23650974987387677
0,17.5,0,0,1,2,0.0,0.0,0.0
1,25.0,1,0,0,3,10.666666666666666,2.733333333333333,0.3263749853544171
0,23.333333333333332,1,0,1,1,7.666666666666667,2.475,0.2763734093878881
0,0.0,0,0,0,0,12.0,3.4,0.0019104629688594535
1,25.0,0,0,0,1,13.933333333333332,2.5,0.07609820287786695
1,28.333333333333332,2,0,3,1,7.625,3.15,0.6158657860065762
1,22.0,2,1,1,1,8.583333333333334,2.9666666666666663,0.1674681059740624
1,22.5,1,1,1,3,9.0,2.1500000000000004,0.33998985948138494
1,31.0,0,0,0,1,40.0,4.8,0.03631082062454612
1,18.75,2,0,2,1,11.5,8.166666666666666,0.1428600376927712
1,30.0,2,0,1,1,2.5,1.15,0.11679431072210066
0,20.0,2,2,1,2,6.7,4.08,0.17715272384783978
1,25.0,2,0,2,3,7.75,1.3,0.04376972299102022
1,22.5,2,0,0,3,8.5,1.7000000000000002,0.05967180507210343
0,25.0,2,0,1,2,33.0,0.5,0.18508437670114317
0,17.5,0,1,2,2,5.7,1.3400000000000003,0.0957973222922751
1,22.5,0,0,0,1,0.0,0.0,0.0
1,30.0,1,1,1,3,10.15,2.75,0.006876633200385091
0,22.5,1,1,1,3,10.45,2.25,0.03373817284621305
0,20.0,0,0,0,0,8.0,2.0,0.3156945279615153
0,0.0,0,0,0,0,0.0,0.0,0.0
0,0.0,0,0,0,0,0.0,0.0,0.0
0,20.0,3,0,2,1,8.625,3.8,0.04900400160662199
1,35.0,2,0,1,1,14.5,3.4,0.07049600463287198
1,22.0,2,0,2,3,7.333333333333333,2.975,0.15700045250090477
0,0.0,0,0,1,0,0.0,0.0,0.0
1,22.5,0,0,0,3,0.0,0.0,0.0
0,15.0,0,0,1,0,5.0,0.7,0.1831835774160297
0,55.0,0,0,0,0,0.0,0.0,0.0
0,30.0,0,0,0,0,18.0,7.0,0.5482812230091553
0,26.25,1,1,1,1,7.166666666666667,0.9666666666666667,0.04607735455303672
1,22.5,1,0,0,5,9.625,2.825,0.26496014237440646
1,21.666666666666668,3,1,0,2,7.75,2.125,0.08040779673167014
0,28.333333333333332,3,0,1,3,9.5,6.4,0.27054515866558176
1,22.5,0,0,0,2,5.0,3.7,0.09795918367346938
1,23.333333333333332,3,0,1,2,9.5,1.8250000000000002,0.19122095683562967
0,0.0,0,0,1,0,0.0,0.0,0.0
0,23.333333333333332,0,0,0,0,11.5,3.0,0.020956009698649115
0,25.0,0,0,2,0,1.0,0.7,0.06766510285095634
1,22.5,2,0,2,3,5.9,1.0000000000000002,0.04655724130301424
